序号,刊物简称,刊物全称,出版社,网址,学科,文章类别,CCF级别
190,TrustCom,"IEEE International Conference on Trust,Security and Privacy in Computing and Communications",IEEE,http://dblp.uni-trier.de/db/conf/trustcom/,网络与信息安全,会议,C
191,PAM,Passive and Active Measurement Conference,Springer,http://dblp.uni-trier.de/db/conf/pam/,网络与信息安全,会议,C
192,PETS,Privacy Enhancing Technologies Symposium,Springer,http://dblp.uni-trier.de/db/conf/pet/,网络与信息安全,会议,C
193,,International Conference on Digital Forensics & Cyber Crime,Springer,http://dblp.uni-trier.de/db/conf/icdf2c/,网络与信息安全,会议,C
194,TOPLAS,ACM Transactions on Programming Languages & Systems ,ACM,http://dblp.uni-trier.de/db/journals/toplas/,软件工程,期刊,A
195,TOSEM ,ACM Transactions on Software Engineering Methodology,ACM,http://dblp.uni-trier.de/db/journals/tosem/,软件工程,期刊,A
196,TSE ,IEEE Transactions on Software Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tse/,软件工程,期刊,A
197,ASE,Automated Software Engineering,Springer  ,http://dblp.uni-trier.de/db/journals/ase/,软件工程,期刊,B
198,ESE,Empirical Software Engineering ,Springer  ,http://dblp.uni-trier.de/db/journals/ese/,软件工程,期刊,B
199,TSC,IEEE Transactions on Service Computing,IEEE,http://dblp.uni-trier.de/db/journals/tsc/,软件工程,期刊,B
200,IETS,IET Software,IET,http://dblp.uni-trier.de/db/journals/iee/index.html,软件工程,期刊,B
201,IST,Information and Software Technology ,Elsevier ,http://dblp.uni-trier.de/db/journals/infsof/index.html,软件工程,期刊,B
202,JFP,Journal of Functional Programming,Cambridge University Press,http://dblp.uni-trier.de/db/journals/jfp/,软件工程,期刊,B
203,,Journal of Software: Evolution and Process,Wiley,http://dblp.uni-trier.de/db/journals/smr/,软件工程,期刊,B
204,JSS ,Journal of Systems and Software,Elsevier,http://dblp.uni-trier.de/db/journals/jss/,软件工程,期刊,B
205,RE,Requirements Engineering,Springer ,http://dblp.uni-trier.de/db/journals/re/,软件工程,期刊,B
206,SCP,Science of Computer Programming,Elsevier,http://dblp.uni-trier.de/db/journals/scp/,软件工程,期刊,B
207,SoSyM,Software and System Modeling,Springer ,http://dblp.uni-trier.de/db/journals/sosym/,软件工程,期刊,B
208,SPE,Software: Practice and Experience,Wiley,http://dblp.uni-trier.de/db/journals/spe/,软件工程,期刊,B
209,STVR,"Software Testing, Verification and Reliability",Wiley,http://dblp.uni-trier.de/db/journals/stvr/index.html,软件工程,期刊,B
210,CL,"Computer Languages, Systems and Structures",Elsevier,http://dblp.uni-trier.de/db/journals/cl/index.html,软件工程,期刊,C
211,IJSEKE,International Journal on Software Engineering and Knowledge Engineering,World Scientific,http://dblp.uni-trier.de/db/journals/ijseke/index.html,软件工程,期刊,C
212,STTT,International Journal on Software Tools for Technology Transfer,Springer,http://dblp.uni-trier.de/db/journals/sttt/,软件工程,期刊,C
213,JLAP,Journal of Logic and Algebraic Programming,Elsevier,http://dblp.uni-trier.de/db/journals/jlp/jlap.html,软件工程,期刊,C
214,JWE ,Journal of Web Engineering,Rinton Press,http://dblp.uni-trier.de/db/journals/jwe/,软件工程,期刊,C
215,SOCA ,Service Oriented Computing and Applications,Springer,http://dblp.uni-trier.de/db/journals/soca/,软件工程,期刊,C
216,SQJ,Software Quality Journal,Springer,http://dblp.uni-trier.de/db/journals/sqj/,软件工程,期刊,C
217,TPLP,Theory and Practice of Logic Programming,Cambridge University Press,http://dblp.uni-trier.de/db/journals/tplp/,软件工程,期刊,C
218,FSE/ESEC,ACM SIGSOFT Symposium on the Foundation of Software Engineering/ European Software Engineering Conference,ACM,http://dblp.uni-trier.de/db/conf/sigsoft/,软件工程,会议,A
219,OOPSLA,"Conference on Object-Oriented Programming Systems, Languages, and Applications",ACM,http://dblp.uni-trier.de/db/conf/oopsla/,软件工程,会议,A
220,ICSE,International Conference on Software Engineering,ACM/IEEE,http://dblp.uni-trier.de/db/conf/icse/,软件工程,会议,A
221,OSDI,USENIX Symposium on Operating Systems Design and Implementations,USENIX,http://dblp.uni-trier.de/db/conf/osdi/,软件工程,会议,A
222,PLDI,ACM SIGPLAN Symposium on Programming Language Design & Implementation,ACM,http://dblp.uni-trier.de/db/conf/pldi/,软件工程,会议,A
223,POPL,ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,ACM,http://dblp.uni-trier.de/db/conf/popl/,软件工程,会议,A
224,SOSP,ACM Symposium on Operating Systems Principles,ACM,http://dblp.uni-trier.de/db/conf/sosp/,软件工程,会议,A
225,ASE,International Conference on Automated Software Engineering,IEEE/ACM,http://dblp.uni-trier.de/db/conf/kbse/,软件工程,会议,A
226,ECOOP,European Conference on Object-Oriented Programming,AITO,http://dblp.uni-trier.de/db/conf/ecoop/,软件工程,会议,B
227,ETAPS,European Joint Conferences on Theory and Practice of Software,Springer,http://dblp.uni-trier.de/db/conf/etaps/,软件工程,会议,B
228,FM,World Congress on Formal Methods,FME,http://dblp.uni-trier.de/db/conf/fm/,软件工程,会议,B
229,ICPC,IEEE International Conference on Program Comprehension,IEEE,http://dblp.uni-trier.de/db/conf/iwpc/,软件工程,会议,B
230,RE,IEEE International Requirement Engineering Conference,IEEE,http://dblp.uni-trier.de/db/conf/re/,软件工程,会议,B
231,CAiSE,International Conference on Advanced Information Systems Engineering,Springer,http://dblp.uni-trier.de/db/conf/caise/,软件工程,会议,B
232,ICFP,International Conference on Function Programming,ACM,http://dblp.uni-trier.de/db/conf/icfp/,软件工程,会议,B
233,LCTES,"International Conference on Languages, Compilers, Tools and Theory for Embedded Systems",ACM,http://dblp.uni-trier.de/db/conf/lctrts/,软件工程,会议,B
234,MoDELS,International Conference on Model Driven Engineering Languages and Systems,"ACM, IEEE",http://dblp.uni-trier.de/db/conf/models/,软件工程,会议,B
235,CP,International Conference on Principles and Practice of Constraint Programming,Springer,http://dblp.uni-trier.de/db/conf/cp/,软件工程,会议,B
236,ICSOC,International Conference on Service Oriented Computing,Springer,http://dblp.uni-trier.de/db/conf/icsoc/,软件工程,会议,B
237,ICSME,International Conference on Software Maintenance and Evolution,IEEE,http://dblp.uni-trier.de/db/conf/icsm/,软件工程,会议,B
238,VMCAI,"International Conference on Verification, Model Checking, and Abstract Interpretation",Springer,http://dblp.uni-trier.de/db/conf/vmcai/,软件工程,会议,B
239,ICWS,"International Conference on Web Services
（Research Track）",IEEE,http://dblp.uni-trier.de/db/conf/icws/,软件工程,会议,B
240,SAS,International Static Analysis Symposium,Springer,http://dblp.uni-trier.de/db/conf/sas/,软件工程,会议,B
241,ISSRE,International Symposium on Software Reliability Engineering,IEEE,http://dblp.uni-trier.de/db/conf/issre/,软件工程,会议,B
242,ISSTA,International Symposium on Software Testing and Analysis,ACM,http://dblp.uni-trier.de/db/conf/issta/,软件工程,会议,B
243,,Conference on middleware,ACM/IFIP/ USENIX,http://dblp.uni-trier.de/db/conf/middleware/,软件工程,会议,B
244,SANER,"International Conference on Software Analysis, Evolution, and Reengineering",IEEE,http://dblp.uni-trier.de/db/conf/wcre/,软件工程,会议,B
245,HotOS,USENIX Workshop on Hot Topics in Operating Systems,USENIX,http://dblp.uni-trier.de/db/conf/hotos/,软件工程,会议,B
246,ESEM,International Symposium on Empirical Software Engineering and Measurement,ACM/IEEE,http://dblp.uni-trier.de/db/conf/esem/,软件工程,会议,B
247,PASTE,ACMSIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,ACM,http://dblp.uni-trier.de/db/conf/paste/,软件工程,会议,C
248,APLAS,Asian Symposium on Programming Languages and Systems,Springer,http://dblp.uni-trier.de/db/conf/aplas/,软件工程,会议,C
249,APSEC,Asia-Pacific Software Engineering Conference,IEEE,http://dblp.uni-trier.de/db/conf/apsec/,软件工程,会议,C
250,COMPSAC,International Computer Software and Applications Conference,IEEE,http://dblp.uni-trier.de/db/conf/compsac/,软件工程,会议,C
251,ICECCS,IEEE International Conference on Engineering of Complex Computer Systems,IEEE,http://dblp.uni-trier.de/db/conf/iceccs/,软件工程,会议,C
252,SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,IEEE,http://dblp.uni-trier.de/db/conf/scam/,软件工程,会议,C
253,ICFEM,International Conference on Formal Engineering Methods,Springer,http://dblp.uni-trier.de/db/conf/icfem/,软件工程,会议,C
254,TOOLS,"International Conference on Objects, Models, Components, Patterns",Springer,http://dblp.uni-trier.de/db/conf/tools/index.html,软件工程,会议,C
255,PEPM,ACM SIGPLAN Symposium on Partial Evaluation and Semantics Based Programming Manipulation,ACM,http://dblp.uni-trier.de/db/conf/pepm/,软件工程,会议,C
256,QRS,"The IEEE International Conference on Software Quality, Reliability and Security",IEEE,http://paris.utdallas.edu/qrs/,软件工程,会议,C
257,SEKE,International Conference on Software Engineering and Knowledge Engineering,KSI,http://dblp.uni-trier.de/db/conf/seke/,软件工程,会议,C
258,ICSR,International Conference on Software Reuse,Springer,http://dblp.uni-trier.de/db/conf/icsr/,软件工程,会议,C
259,ICWE,International Conference on Web Engineering,Springer,http://dblp.uni-trier.de/db/conf/icwe/,软件工程,会议,C
260,SPIN,International SPIN Workshop on Model Checking of Software,Springer,http://dblp.uni-trier.de/db/conf/spin/index.html,软件工程,会议,C
261,LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,Springer,http://dblp.uni-trier.de/db/conf/lopstr/,软件工程,会议,C
262,TASE,International Symposium on Theoretical Aspects of Software Engineering,IEEE,http://dblp.uni-trier.de/db/conf/tase/,软件工程,会议,C
263,ICST,"The IEEE International Conference on Software Testing, Verification and Validation",IEEE,http://dblp.uni-trier.de/db/conf/icst/,软件工程,会议,C
264,ATVA,International Symposium on Automated Technology for Verification and Analysis,Springer,http://dblp.uni-trier.de/db/conf/atva/,软件工程,会议,C
265,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,IEEE,http://dblp.uni-trier.de/db/conf/ispass/,软件工程,会议,C
266,SCC,International Conference on Service Computing,IEEE,http://dblp.uni-trier.de/db/conf/IEEEscc/,软件工程,会议,C
267,ICSSP,International Conference on Software and System Process,ISPA,http://dblp.uni-trier.de/db/conf/ispw/,软件工程,会议,C
268,MSR,Working Conference on Mining Software Repositories,IEEE/ACM,http://dblp.uni-trier.de/db/conf/msr/,软件工程,会议,C
269,REFSQ,Requirements Engineering: Foundation for Software Quality,Springer,http://dblp.uni-trier.de/db/conf/refsq/,软件工程,会议,C
270,WICSA,Working IEEE/IFIP Conference on Software Architecture,IEEE,http://dblp.uni-trier.de/db/conf/wicsa/,软件工程,会议,C
271,EASE,Evaluation and Assessment in Software Engineering,ACM,http://dblp.uni-trier.de/db/conf/ease/,软件工程,会议,C
272,TODS ,ACM Transactions on Database Systems,ACM ,http://dblp.uni-trier.de/db/journals/tods/ ,数据库/数据挖掘/内容检索,期刊,A
273,TOIS ,ACM Transactions on Information Systems ,ACM ,http://dblp.uni-trier.de/db/journals/tois/ ,数据库/数据挖掘/内容检索,期刊,A
274,TKDE ,IEEE Transactions on Knowledge and Data Engineering ,IEEE ,http://dblp.uni-trier.de/db/journals/tkde/ ,数据库/数据挖掘/内容检索,期刊,A
275,VLDBJ ,VLDB Journal ,Springer ,http://dblp.uni-trier.de/db/journals/vldb/ ,数据库/数据挖掘/内容检索,期刊,A
276,TKDD ,ACM Transactions on Knowledge Discovery from Data ,ACM ,http://dblp.uni-trier.de/db/journals/tkdd/ ,数据库/数据挖掘/内容检索,期刊,B
277,AEI ,Advanced Engineering Informatics ,Elsevier ,http://dblp.uni-trier.de/db/journals/aei/ ,数据库/数据挖掘/内容检索,期刊,B
278,DKE ,Data and Knowledge Engineering ,Elsevier ,http://dblp.uni-trier.de/db/journals/dke/ ,数据库/数据挖掘/内容检索,期刊,B
279,DMKD ,Data Mining and Knowledge Discovery ,Springer ,http://dblp.uni-trier.de/db/journals/datamine/ ,数据库/数据挖掘/内容检索,期刊,B
280,EJIS ,European Journal of Information Systems ,The OR Society ,http://dblp.uni-trier.de/db/journals/ejis/ ,数据库/数据挖掘/内容检索,期刊,B
281, ,GeoInformatica ,Springer  ,http://dblp.uni-trier.de/db/journals/geoinformatica/ ,数据库/数据挖掘/内容检索,期刊,B
282,IPM ,Information Processing and Management ,Elsevier ,http://dblp.uni-trier.de/db/journals/ipm/ ,数据库/数据挖掘/内容检索,期刊,B
283, ,Information Sciences ,Elsevier ,http://dblp.uni-trier.de/db/journals/isci/ ,数据库/数据挖掘/内容检索,期刊,B
284,IS ,Information Systems ,Elsevier ,http://dblp.uni-trier.de/db/journals/is/ ,数据库/数据挖掘/内容检索,期刊,B
285,JASIST ,Journal of the American Society for Information Science and Technology ,American Society for Information Science and Technology ,http://dblp.uni-trier.de/db/journals/jasis/ ,数据库/数据挖掘/内容检索,期刊,B
286,JWS ,Journal of Web Semantics ,Elsevier ,http://dblp.uni-trier.de/db/journals/ws/ ,数据库/数据挖掘/内容检索,期刊,B
287,KIS ,Knowledge and Information Systems ,Springer  ,http://dblp.uni-trier.de/db/journals/kais/ ,数据库/数据挖掘/内容检索,期刊,B
288,TWEB ,ACM Transactions on the Web ,ACM ,http://dblp.uni-trier.de/db/journals/tweb/ ,数据库/数据挖掘/内容检索,期刊,B
289,DPD ,Distributed and Parallel Databases ,Springer  ,http://dblp.uni-trier.de/db/journals/dpd/ ,数据库/数据挖掘/内容检索,期刊,C
290,I&M ,Information and Management ,Elsevier ,http://dblp.uni-trier.de/db/journals/iam/ ,数据库/数据挖掘/内容检索,期刊,C
291,IPL ,Information Processing Letters ,Elsevier ,http://dblp.uni-trier.de/db/journals/ipl/ ,数据库/数据挖掘/内容检索,期刊,C
292,IR ,Information Retrieval ,Springer ,http://dblp.uni-trier.de/db/journals/ir/ ,数据库/数据挖掘/内容检索,期刊,C
293,IJCIS ,International Journal of Cooperative Information Systems ,World Scientific  ,http://dblp.uni-trier.de/db/journals/ijcis/ ,数据库/数据挖掘/内容检索,期刊,C
294,IJGIS ,International Journal of Geographical Information Science ,Taylor & Francis  ,http://dblp.uni-trier.de/db/journals/gis/ ,数据库/数据挖掘/内容检索,期刊,C
295,IJIS ,International Journal of Intelligent Systems ,Wiley ,http://dblp.uni-trier.de/db/journals/ijis/ ,数据库/数据挖掘/内容检索,期刊,C
296,IJKM ,International Journal of Knowledge Management ,IGI ,http://dblp.uni-trier.de/db/journals/ijkm/ ,数据库/数据挖掘/内容检索,期刊,C
297,IJSWIS ,International Journal on Semantic Web and Information Systems   ,IGI ,http://dblp.uni-trier.de/db/journals/ijswis/ ,数据库/数据挖掘/内容检索,期刊,C
298,JCIS ,Journal of Computer Information Systems ,IACIS ,http://dblp.uni-trier.de/db/journals/jcis/ ,数据库/数据挖掘/内容检索,期刊,C
299,JDM ,Journal of Database Management ,IGI-Global ,http://dblp.uni-trier.de/db/journals/jdm/ ,数据库/数据挖掘/内容检索,期刊,C
300,JGITM ,Journal of Global Information Technology Management ,Ivy League Publishing  ,http://www.tandfonline.com/loi/ugit20#.Vnv35pN97rI,数据库/数据挖掘/内容检索,期刊,C
301,JIIS ,Journal of Intelligent Information Systems ,Springer  ,http://dblp.uni-trier.de/db/journals/jiis/ ,数据库/数据挖掘/内容检索,期刊,C
302,JSIS ,Journal of Strategic Information Systems ,Elsevier ,http://dblp.uni-trier.de/db/journals/jsis/ ,数据库/数据挖掘/内容检索,期刊,C
303,SIGMOD ,ACM Conference on Management of Data ,ACM ,http://dblp.uni-trier.de/db/conf/sigmod/ ,数据库/数据挖掘/内容检索,会议,A
304,SIGKDD ,ACM Knowledge Discovery and Data Mining ,ACM ,http://dblp.uni-trier.de/db/conf/kdd/ ,数据库/数据挖掘/内容检索,会议,A
305,SIGIR ,International Conference on Research on Development in Information Retrieval ,ACM ,http://dblp.uni-trier.de/db/conf/sigir/ ,数据库/数据挖掘/内容检索,会议,A
306,VLDB ,International Conference on Very Large Data Bases ,Morgan Kaufmann/ACM ,http://dblp.uni-trier.de/db/conf/vldb/ ,数据库/数据挖掘/内容检索,会议,A
307,ICDE ,IEEE International Conference on Data Engineering ,IEEE ,http://dblp.uni-trier.de/db/conf/icde/ ,数据库/数据挖掘/内容检索,会议,A
308,CIKM ,ACM International Conference on Information and Knowledge Management ,ACM ,http://dblp.uni-trier.de/db/conf/cikm/ ,数据库/数据挖掘/内容检索,会议,B
309,PODS ,ACM SIGMOD Conference on Principles of DB Systems ,ACM ,http://dblp.uni-trier.de/db/conf/pods/ ,数据库/数据挖掘/内容检索,会议,B
310,DASFAA ,Database Systems for Advanced Applications ,Springer  ,http://dblp.uni-trier.de/db/conf/dasfaa/ ,数据库/数据挖掘/内容检索,会议,B
311,ECML-PKDD ,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases  ,Springer ,http://dblp.uni-trier.de/db/conf/ecml/ http://dblp.uni-trier.de/db/conf/pkdd/ ,数据库/数据挖掘/内容检索,会议,B
312,ISWC ,IEEE International Semantic Web Conference ,IEEE ,http://dblp.uni-trier.de/db/conf/semweb/ ,数据库/数据挖掘/内容检索,会议,B
313,ICDM ,International Conference on Data Mining ,IEEE  ,http://dblp.uni-trier.de/db/conf/icdm/ ,数据库/数据挖掘/内容检索,会议,B
314,ICDT ,International Conference on Database Theory ,Springer ,http://dblp.uni-trier.de/db/conf/icdt/ ,数据库/数据挖掘/内容检索,会议,B
315,EDBT ,International Conference on Extending DB Technology ,Springer  ,http://dblp.uni-trier.de/db/conf/edbt/ ,数据库/数据挖掘/内容检索,会议,B
316,CIDR ,International Conference on Innovation  Database Research ,Online Proceeding ,http://dblp.uni-trier.de/db/conf/cidr/ ,数据库/数据挖掘/内容检索,会议,B
317,SDM ,SIAM International Conference on Data Mining ,SIAM ,http://dblp.uni-trier.de/db/conf/sdm/ ,数据库/数据挖掘/内容检索,会议,B
318,WSDM ,ACM International Conference on Web Search and Data Mining ,ACM ,http://dblp.uni-trier.de/db/conf/wsdm/ ,数据库/数据挖掘/内容检索,会议,B
319,DEXA ,Database and Expert System Applications ,Springer ,http://dblp.uni-trier.de/db/conf/dexa/ ,数据库/数据挖掘/内容检索,会议,C
320,ECIR ,European Conference on IR Research ,Springer ,http://dblp.uni-trier.de/db/conf/ecir/ ,数据库/数据挖掘/内容检索,会议,C
321,WebDB ,International ACM Workshop on Web and Databases ,ACM ,http://dblp.uni-trier.de/db/conf/webdb/ ,数据库/数据挖掘/内容检索,会议,C
322,ER ,International Conference on Conceptual Modeling ,Springer ,http://dblp.uni-trier.de/db/conf/er/ ,数据库/数据挖掘/内容检索,会议,C
323,MDM ,International Conference on Mobile Data Management ,IEEE ,http://dblp.uni-trier.de/db/conf/mdm/ ,数据库/数据挖掘/内容检索,会议,C
324,SSDBM ,International Conference on Scientific and Statistical DB Management ,IEEE  ,http://dblp.uni-trier.de/db/conf/ssdbm/ ,数据库/数据挖掘/内容检索,会议,C
325,WAIM ,International Conference on Web Age Information Management ,Springer  ,http://dblp.uni-trier.de/db/conf/waim/ ,数据库/数据挖掘/内容检索,会议,C
326,SSTD ,International Symposium on Spatial and Temporal Databases ,Springer ,http://dblp.uni-trier.de/db/conf/ssd/  ,数据库/数据挖掘/内容检索,会议,C
327,PAKDD ,Pacific-Asia Conference on Knowledge Discovery and Data Mining ,Springer ,http://dblp.uni-trier.de/db/conf/pakdd/ ,数据库/数据挖掘/内容检索,会议,C
328,APWeb ,The Asia Pacific Web Conference ,Springer  ,http://dblp.uni-trier.de/db/conf/apweb/ ,数据库/数据挖掘/内容检索,会议,C
329,WISE ,Web Information Systems Engineering ,Springer ,http://dblp.uni-trier.de/db/conf/wise/ ,数据库/数据挖掘/内容检索,会议,C
330,ESWC ,Extended Semantic Web Conference ,Elsevier ,http://dblp.uni-trier.de/db/conf/esws/ ,数据库/数据挖掘/内容检索,会议,C
331,IANDC ,Information and Computation ,Elsevier ,http://dblp.uni-trier.de/db/journals/iandc/ ,计算机科学理论,期刊,A
332,SICOMP ,SIAM Journal on Computing ,SIAM ,http://dblp.uni-trier.de/db/journals/siamcomp/ ,计算机科学理论,期刊,A
333,TIT ,IEEE Transactions on Information Theory ,IEEE ,http://dblp.uni-trier.de/db/journals/tit/ ,计算机科学理论,期刊,A
334,TALG ,ACM Transactions on Algorithms ,ACM ,http://dblp.uni-trier.de/db/journals/talg/ ,计算机科学理论,期刊,B
335,TOCL ,ACM Transactions on Computational Logic ,ACM ,http://dblp.uni-trier.de/db/journals/tocl/ ,计算机科学理论,期刊,B
336,TOMS ,ACM Transactions on Mathematical Software ,ACM ,http://dblp.uni-trier.de/db/journals/toms/ ,计算机科学理论,期刊,B 
337,Algorithmica ,Algorithmica ,Springer ,http://dblp.uni-trier.de/db/journals/algorithmica/ ,计算机科学理论,期刊,B 
338,CC ,Computational complexity ,Springer ,http://dblp.uni-trier.de/db/journals/cc/ ,计算机科学理论,期刊,B
339,FAC ,Formal Aspects of Computing ,Springer ,http://dblp.uni-trier.de/db/journals/fac/ ,计算机科学理论,期刊,B
340,FMSD ,Formal Methods in System Design ,Springer ,http://dblp.uni-trier.de/db/journals/fmsd/ ,计算机科学理论,期刊,B
341,INFORMS ,INFORMS Journal on Computing ,INFORMS ,http://dblp.uni-trier.de/db/journals/informs/ ,计算机科学理论,期刊,B
342,JCSS ,Journal of Computer and System Sciences ,Elsevier ,http://dblp.uni-trier.de/db/journals/jcss/ ,计算机科学理论,期刊,B
343,JGO ,Journal of Global Optimization ,Springer ,http://dblp.uni-trier.de/db/journals/jgo/ ,计算机科学理论,期刊,B
344,JSC ,Journal of Symbolic Computation ,Elsevier ,http://dblp.uni-trier.de/db/journals/jsc/ ,计算机科学理论,期刊,B
345,MSCS ,Mathematical Structures in Computer Science ,Cambridge University Press ,http://dblp.uni-trier.de/db/journals/mscs/ ,计算机科学理论,期刊,B
346,TCS ,Theoretical Computer Science ,Elsevier ,http://dblp.uni-trier.de/db/journals/tcs/ ,计算机科学理论,期刊,B
347,APAL ,Annals of Pure and Applied Logic ,Elsevier ,http://dblp.uni-trier.de/db/journals/apal/ ,计算机科学理论,期刊,C
348,ACTA ,Acta Informatica ,Springer ,http://dblp.uni-trier.de/db/journals/acta/ ,计算机科学理论,期刊,C
349,DAM ,Discrete Applied Mathematics ,Elsevier ,http://dblp.uni-trier.de/db/journals/dam/ ,计算机科学理论,期刊,C
350,FUIN ,Fundamenta Informaticae ,IOS Press ,http://dblp.uni-trier.de/db/journals/fuin/ ,计算机科学理论,期刊,C
351,LISP ,Higher-Order and Symbolic Computation ,Springer ,http://dblp.uni-trier.de/db/journals/lisp/ ,计算机科学理论,期刊,C
352,IPL ,Information Processing Letters ,Elsevier ,http://dblp.uni-trier.de/db/journals/ipl/ ,计算机科学理论,期刊,C
353,JCOMPLEXITY ,Journal of Complexity ,Elsevier ,http://dblp.uni-trier.de/db/journals/jc/ ,计算机科学理论,期刊,C
354,LOGCOM ,Journal of Logic and Computation ,Oxford University Press ,http://dblp.uni-trier.de/db/journals/logcom/ ,计算机科学理论,期刊,C
355, ,Journal of Symbolic Logic ,Association for Symbolic Logic ,http://dblp.uni-trier.de/db/journals/jsyml/ ,计算机科学理论,期刊,C
356,LMCS ,Logical Methods in Computer Science ,LMCS ,http://dblp.uni-trier.de/db/journals/lmcs/ ,计算机科学理论,期刊,C
357,SIDMA ,SIAM Journal on Discrete Mathematics ,SIAM ,http://dblp.uni-trier.de/db/journals/siamdm/ ,计算机科学理论,期刊,C
358, ,Theory of Computing Systems ,Springer ,http://dblp.uni-trier.de/db/journals/mst/ ,计算机科学理论,期刊,C
359,STOC ,ACM Symposium on Theory of Computing ,ACM ,http://dblp.uni-trier.de/db/conf/stoc/ ,计算机科学理论,会议,A
360,FOCS ,IEEE Symposium on Foundations of Computer Science ,IEEE ,http://dblp.uni-trier.de/db/conf/focs/ ,计算机科学理论,会议,A
361,LICS ,IEEE Symposium on Logic in Computer Science ,IEEE ,http://dblp.uni-trier.de/db/conf/lics/ ,计算机科学理论,会议,A
362,CAV ,Computer Aided Verification ,Springer ,http://dblp.uni-trier.de/db/conf/cav/ ,计算机科学理论,会议,A
363,SoCG ,ACM Symposium on Computational Geometry ,ACM ,http://dblp.uni-trier.de/db/conf/compgeom/ ,计算机科学理论,会议,B
364,SODA ,ACM-SIAM Symposium on Discrete Algorithms ,SIAM ,http://dblp.uni-trier.de/db/conf/soda/ ,计算机科学理论,会议,B
365,CADE/IJCAR ,Conference on Automated Deduction/The International Joint Conference on Automated Reasoning ,Springer ,http://dblp.uni-trier.de/db/conf/cade/  ,计算机科学理论,会议,B
366,CCC ,IEEE Conference on Computational Complexity ,IEEE ,http://dblp.uni-trier.de/db/conf/coco/ ,计算机科学理论,会议,B
367,ICALP ,"International Colloquium on Automata, Languages and Programming ",Springer ,http://dblp.uni-trier.de/db/conf/icalp/ ,计算机科学理论,会议,B
368,CONCUR ,International Conference on Concurrency Theory ,Springer ,http://dblp.uni-trier.de/db/conf/concur/ ,计算机科学理论,会议,B
369,HSCC ,International Conference on Hybrid Systems: Computation and Control ,Springer and ACM ,http://dblp.uni-trier.de/db/conf/hybrid/ ,计算机科学理论,会议,B
370,ESA ,European Symposium on Algorithms ,Springer ,http://dblp.uni-trier.de/db/conf/esa/ ,计算机科学理论,会议,B
371,CSL ,Computer Science Logic ,Springer ,http://dblp.uni-trier.de/db/conf/csl/ ,计算机科学理论,会议,C
372,FSTTCS ,Foundations of Software Technology and Theoretical Computer Science ,Indian Association for Research in Computing Science ,http://dblp.uni-trier.de/db/conf/fsttcs/ ,计算机科学理论,会议,C
373,IPCO ,International Conference on Integer Programming and Combinatorial Optimization ,Springer ,http://dblp.uni-trier.de/db/conf/ipco/ ,计算机科学理论,会议,C
374,RTA ,International Conference on Rewriting Techniques and Applications ,Springer ,http://dblp.uni-trier.de/db/conf/rta/ ,计算机科学理论,会议,C
375,ISAAC ,International Symposium on Algorithms and Computation ,Springer ,http://dblp.uni-trier.de/db/conf/isaac/ ,计算机科学理论,会议,C
376,MFCS ,Mathematical Foundations of Computer Science ,Springer ,http://dblp.uni-trier.de/db/conf/mfcs/ ,计算机科学理论,会议,C
377,STACS ,Symposium on Theoretical Aspects of Computer Science ,Springer ,http://dblp.uni-trier.de/db/conf/stacs/ ,计算机科学理论,会议,C
378,FMCAD ,Formal Method in Computer-Aided Design ,ACM ,http://dblp.uni-trier.de/db/conf/fmcad/ ,计算机科学理论,会议,C
379,SAT ,Theory and Applications of Satisfiability Testing ,Springer ,http://dblp.uni-trier.de/db/conf/sat/ ,计算机科学理论,会议,C
380,ICTAC ,International Colloquium on Theoretical Aspects of Computing ,Springer ,http://dblp.uni-trier.de/db/conf/ictac/ ,计算机科学理论,会议,C
381,TOG ,ACM Transactions on Graphics ,ACM ,http://dblp.uni-trier.de/db/journals/tog/ ,计算机图形学多媒体,期刊,A
382,TIP ,IEEE Transactions on Image Processing ,IEEE ,http://dblp.uni-trier.de/db/journals/tip/ ,计算机图形学多媒体,期刊,A
383,TVCG ,IEEE Transactions on Visualization and Computer Graphics ,IEEE ,http://dblp.uni-trier.de/db/journals/tvcg/ ,计算机图形学多媒体,期刊,A
384,TOMCCAP ,"ACM Transactions on Multimedia Computing, Communications and Application ",ACM ,http://dblp.uni-trier.de/db/journals/tomccap/ ,计算机图形学多媒体,期刊,B
385,CAD ,Computer-Aided Design ,Elsevier ,http://dblp.uni-trier.de/db/journals/cad/ ,计算机图形学多媒体,期刊,B
386,CAGD ,Computer Aided Geometric Design ,Elsevier ,http://dblp.uni-trier.de/db/journals/cagd/ ,计算机图形学多媒体,期刊,B
387,CGF ,Computer Graphics Forum ,Wiley ,http://dblp.uni-trier.de/db/journals/cgf/ ,计算机图形学多媒体,期刊,B
388,GM ,Graphical Models ,Elsevier ,http://dblp.uni-trier.de/db/journals/cvgip/ ,计算机图形学多媒体,期刊,B
